"Inclut les transactions Amazon Marketplace, Expédié par Amazon et Amazon Webstore"
"Tous les montants sont en EUR, sauf mention contraire."
"Définitions :"
"date/heure : date/heure postée de la transaction"
"Taxes collectées sur les ventes : inclut les taxes collectées auprès des acheteurs sur la vente de produits, la livraison et l'emballage."
"Frais de vente : Incluent des frais de clôture variable et des frais de référence."
"Autres frais de transaction : incluent les contestations de prélèvement, les retenues sur expédition"
"Autre : inclut les montants non-liés aux commandes. Pour de plus amples renseignements, consultez les colonnes ""Type"" et ""Description"" pour chaque commande."
"Remarque : les rapports dont la date de début est le 1er janvier 2025 ou une date ultérieure sont indexés par date publiée. Ils incluent à la fois les transactions effectuées et les transactions différées, et disposent de deux nouvelles colonnes. Vous devrez peut-être mettre à jour des intégrations ou des mappages tiers."
"date/heure","numéro de versement","type","numéro de la commande","sku","description","quantité","Marketplace","traitement","ville d'où provient la commande","Région d'où provient la commande","code postal de la commande","Modèle de perception des taxes","ventes de produits","Taxes sur la vente des produits","crédits d'expédition","taxe sur les crédits d’expédition","crédits sur l'emballage cadeau","Taxes sur les crédits cadeaux","Rabais promotionnels","Taxes sur les remises promotionnelles","Taxes retenues sur le site de vente","frais de vente","Frais Expédié par Amazon","autres frais de transaction","autre","total","Statut de la transaction","Date de sortie de la transaction"
"20 avr. 2026 07:56:51 UTC","26902793752","Commande","404-2789176-5264322","VSK-GIYS224-EU","VIVOSUN Kit Complet de Tente de Culture 60x60x120cm, Système Automatique Plante avec WiFi, Lampe de Croissance LED Spectre Complet, Ventilation Haute","1","amazon.fr","Amazon","Toulouse","","31100","MarketplaceFacilitator","256,66","51,33","0","0","0","0","0","0","-51,33","-46,20","-14,83","-1,83","0","193,80","Sorti","30 avr. 2026 07:46:59 UTC"
"20 avr. 2026 09:49:48 UTC","26902793752","Commande","406-8276256-2181913","311001-10x5-EU-M","VIVOSUN Lot 5 Sac de Plantation 40L Sacs de Culture Tissu Non Tissé Sac à Plantes, Pots Tissu Épais Haute Résistance avec Poignées pour Légumes,","3","amazon.fr","Vendeur","Petite Rosselle","","57540","MarketplaceFacilitator","50,73","10,14","0","0","0","0","0","0","-10,14","-9,12","0","-0,27","0","41,34","Sorti","2 mai 2026 22:38:47 UTC"
"20 avr. 2026 10:42:10 UTC","26902793752","Commande","406-1127501-9229139","VSV-AZT4-EU","VIVOSUN AeroZesh T4 Ventilateur Conduit 100 mm 357 m³/h Ventilateur en Ligne Extraction E12 Régulateur Vitesse PWM Programmables Tentes Culture Vent","1","amazon.fr","Amazon","Frejus","","83600","MarketplaceFacilitator","67,07","13,42","0","0","0","0","0","0","-13,42","-12,07","-11,99","-0,72","0","42,29","Sorti","29 avr. 2026 20:49:23 UTC"
"20 avr. 2026 12:13:27 UTC","26902793752","Commande","408-8756534-6086765","304113-42-EU","VIVOSUN Tente de Culture 120x60x150cm, Tente Hydroponique Intérieure Lumière-Proof avec Mylar Réfléchissant, Fenêtre D'observation, Bac de Fond,","1","amazon.fr","Amazon","ANGERS","","49000","MarketplaceFacilitator","74,99","15,00","0","0","0","0","0","0","-15,00","-13,50","-27,72","-1,24","0","32,53","Sorti","29 avr. 2026 15:54:17 UTC"
"20 avr. 2026 13:28:54 UTC","26902793752","Commande","407-9551693-1821157","VSVC-AZG4E42AP-EU","VIVOSUN Kit d'Extraction d'Air Intelligent Pro 100mm AeroZesh G4 avec GrowHub E42A+, Contrôleur WiFi Température Humidité, Filtre à Charbon Actif","1","amazon.fr","Amazon","GY-LES-NONAINS","","45220","MarketplaceFacilitator","138,24","27,65","0","0","0","0","0","0","-27,65","-24,88","-9,42","-1,03","0","102,91","Sorti","30 avr. 2026 20:49:47 UTC"
"20 avr. 2026 14:42:17 UTC","26902793752","Commande","171-5425227-0484326","VSVC-AZG4E42AP-EU","VIVOSUN Kit d'Extraction d'Air Intelligent Pro 100mm AeroZesh G4 avec GrowHub E42A+, Contrôleur WiFi Température Humidité, Filtre à Charbon Actif","1","amazon.fr","Amazon","St Paul En Jarez","","42740","MarketplaceFacilitator","138,24","27,65","0","0","0","0","0","0","-27,65","-24,88","-9,42","-1,03","0","102,91","Sorti","30 avr. 2026 23:57:12 UTC"
"20 avr. 2026 15:19:26 UTC","26902793752","Commande","405-0634567-9499542","VSV-AZT4-EU","VIVOSUN AeroZesh T4 Ventilateur Conduit 100 mm 357 m³/h Ventilateur en Ligne Extraction E12 Régulateur Vitesse PWM Programmables Tentes Culture Vent","1","amazon.fr","Amazon","Nivillac","","56130","MarketplaceFacilitator","67,07","13,42","0","0","0","0","0","0","-13,42","-12,07","-11,99","-0,72","0","42,29","Sorti","29 avr. 2026 23:13:54 UTC"
"20 avr. 2026 17:13:27 UTC","26902793752","Commande","171-4331609-6617965","311003-4-EU","VIVOSUN Sécateur de Jardin 17 cm, Poignée Ergonomique, Lame Droite Acier Inoxydable, Lame Antiadhésive Revêtue Titane, Poignée Verrouillable, Con","1","amazon.fr","Amazon","Craponne","","69290","MarketplaceFacilitator","5,77","1,15","0","0","0","0","0","0","-1,15","-1,04","-2,83","-0,11","0","1,79","Sorti","28 avr. 2026 16:40:59 UTC"
"20 avr. 2026 20:05:45 UTC","26902793752","Commande","408-1254563-4756318","VSL-LL100x2-EU","VIVOSUN Lumalight LEDGrow Light, Full Spectrum Plant Light, 100W Smart Dimmable & High Ppfd For Indoor Plants Seedling Vegetables Bloom,2-Pack","1","amazon.fr","Amazon","Sartrouville","Yveslines","78500","MarketplaceFacilitator","133,32","26,67","0","0","0","0","0","0","-26,67","-24,00","-8,34","-0,97","0","100,01","Sorti","29 avr. 2026 21:45:11 UTC"
"20 avr. 2026 20:49:04 UTC","26902793752","Commande","407-7932858-1312352","VSF-AWE6-G2x2-EU","VIVOSUN Ventilateur de Culture Oscillant, Ventilateur à Pince 150mm, Contrôle Par APP Wi-Fi Intelligent, 10 Vitesses & 2 Modes, Circulateur d'Air po","1","amazon.fr","Amazon","Beurnevésin","Suisse","29","MarketplaceFacilitator","90,82","7,36","2,65","0,22","0","0","0","0","-7,58","-16,35","-10,13","-0,79","0","66,20","Sorti","29 avr. 2026 21:19:39 UTC"
"20 avr. 2026 21:47:19 UTC","26902793752","Commande","402-9689310-0423533","306146-0412-EU","VIVOSUN Filtre à Charbon Actif 100mm pour Contrôle Odeurs Charbon Vierge d'Australie pour Ventilateur en Ligne, Epurateur Odeurs pour Tente de Cultu","1","amazon.fr","Amazon","Bomal-sur-Ourthe","","6941","","43,53","0","0,25","0","0","0","0","0","0","-15,68","-6,95","-0,68","0","20,47","Sorti","28 avr. 2026 18:16:49 UTC"
"20 avr. 2026 21:47:19 UTC","26902793752","Commande","402-9689310-0423533","306146-0412-EU","VIVOSUN Filtre à Charbon Actif 100mm pour Contrôle Odeurs Charbon Vierge d'Australie pour Ventilateur en Ligne, Epurateur Odeurs pour Tente de Cultu","1","amazon.fr","Amazon","Bomal-sur-Ourthe","","6941","","43,53","0","0,25","0","0","0","0","0","0","0","-6,53","-0,20","0","37,05","Sorti","28 avr. 2026 18:16:49 UTC"
"20 avr. 2026 22:19:44 UTC","26902793752","Commande","404-4302456-1831552","VSF-AWE6-G2x2-EU","VIVOSUN Ventilateur de Culture Oscillant, Ventilateur à Pince 150mm, Contrôle Par APP Wi-Fi Intelligent, 10 Vitesses & 2 Modes, Circulateur d'Air po","1","amazon.fr","Amazon","SEBAZAC-CONCOURES","","12740","MarketplaceFacilitator","90,82","18,17","0","0","0","0","0","0","-18,17","-16,35","-7,72","-0,72","0","66,03","Sorti","30 avr. 2026 23:49:54 UTC"
"20 avr. 2026 23:35:38 UTC","26902793752","Commande","407-7932858-1312352","VSVC-AZG6E42AP-EU","VIVOSUN Kit d'Extraction d'Air Intelligent Pro 150mm AeroZesh G6 avec GrowHub E42A+, Contrôleur WiFi Température Humidité, Filtre à Charbon Actif","1","amazon.fr","Amazon","Beurnevésin","Suisse","29","MarketplaceFacilitator","216,66","17,55","6,34","0,51","0","0","0","0","-18,06","-39,00","-15,84","-1,65","0","166,51","Sorti","30 avr. 2026 21:22:42 UTC"
"21 avr. 2026 00:17:03 UTC","26902793752","Commande","402-7750887-0645922","Spray-SX-CS4-EU","VIVOSUN Pulvérisateur à Pression 4L avec 3 Buses Dont Laiton Réglable, Tuyau 127 cm et Valve de Sécurité pour Désherbage, Traitement des Plantes","1","amazon.fr","Amazon","OREE D""ANJOU","","49270","MarketplaceFacilitator","26,24","5,25","0","0","0","0","0","0","-5,25","-4,72","-7,01","-0,35","0","14,16","Sorti","28 avr. 2026 22:09:24 UTC"
"21 avr. 2026 01:04:16 UTC","26902793752","Commande","407-7214909-3359544","311001-10x5-EU-M","VIVOSUN Lot 5 Sac de Plantation 40L Sacs de Culture Tissu Non Tissé Sac à Plantes, Pots Tissu Épais Haute Résistance avec Poignées pour Légumes,","1","amazon.fr","Vendeur","Savigny-en-Sancerre","","18240","MarketplaceFacilitator","16,91","3,38","0","0","0","0","0","0","-3,38","-3,04","0","-0,09","0","13,78","Sorti","2 mai 2026 17:29:43 UTC"
"21 avr. 2026 01:06:58 UTC","26902793752","Commande","404-9500258-8736361","330303-EU-FBM","VIVOSUN Tapis Chauffant 52x122cm, avec Régulateur de Température Intégré, Tapis Chauffant étanche Certifié UL et MET pour Hydroponique","1","amazon.fr","Vendeur","Maizieres Les Metz","","57280","MarketplaceFacilitator","58,32","11,67","0","0","0","0","0","0","-11,67","-10,50","0","-0,32","0","47,50","Sorti","30 avr. 2026 21:38:46 UTC"
"21 avr. 2026 01:07:01 UTC","26991156042","Commande","405-7868368-7654724","305141-PEN-EU-M","VIVOSUN pH-Mètre Numérique, Testeur de pH en Stylo À Haute Précision de 0,01 pH Pour L'hydroponie, L'eau Potable Domestique, La Piscine Et L'aquar","1","amazon.fr","Vendeur","Ste Savine","","10300","MarketplaceFacilitator","12,49","2,50","0","0","0","0","0","0","-2,50","-2,25","0","-0,07","0","10,17","Sorti","7 mai 2026 00:08:43 UTC"
"21 avr. 2026 01:07:33 UTC","26902793752","Commande","403-5181439-3243526","VSGB-7-EU-M","VIVOSUN Lot 5 Sac de Plantation 25L Sacs de Culture Tissu Non Tissé Sac à Plantes 500g/m² Épaisseur, Pots Tissu avec Poignées et Anneaux Polyvale","2","amazon.fr","Vendeur","Carentoir","","56910","MarketplaceFacilitator","36,14","7,24","0","0","0","0","0","0","-7,24","-6,50","0","-0,20","0","29,44","Sorti","1 mai 2026 00:03:51 UTC"
"21 avr. 2026 01:07:33 UTC","26902793752","Commande","403-5181439-3243526","VSGB-5-EU-M","VIVOSUN Lot 5 Sac de Plantation 20L Sacs de Culture Tissu Non Tissé Sac à Plantes 500g/m² Épaisseur, Pots Tissu avec Poignées et Anneaux Polyvale","1","amazon.fr","Vendeur","Carentoir","","56910","MarketplaceFacilitator","16,32","3,27","0","0","0","0","0","0","-3,27","-2,94","0","-0,09","0","13,29","Sorti","1 mai 2026 00:03:51 UTC"
"21 avr. 2026 01:22:59 UTC","26902793752","Commande","408-3997969-4063551","VSE-UH075-EU-M","VIVOSUN AeroStream U075 Humidificateur USB, Humidificateur Mini à Brume Fraîche de 750 ml avec 2 Modes de Brume, Arrêt Automatique, Télécommande","1","amazon.fr","Vendeur","Les Ulis","","91940","MarketplaceFacilitator","30,82","6,17","0","0","0","0","0","0","-6,17","-5,55","0","-0,17","0","25,10","Sorti","4 mai 2026 22:50:01 UTC"
"21 avr. 2026 01:38:55 UTC","26902793752","Commande","405-5285793-8571546","VSGB-15-EU-M","VIVOSUN Lot 5 Sac de Plantation 60L Sacs de Culture Tissu Non Tissé Sac à Plantes 500g/m² Épaisseur, Pots Tissu avec Poignées et Anneaux Polyvale","1","amazon.fr","Vendeur","Ventavon","","05300","MarketplaceFacilitator","20,99","4,20","0","0","0","0","0","0","-4,20","-3,78","0","-0,11","0","17,10","Sorti","1 mai 2026 18:54:01 UTC"
"21 avr. 2026 02:10:52 UTC","26902793752","Commande","408-6489110-3983514","SPray-30L-EU-M","VIVOSUN Pulvérisateur à Pression 3L avec Sangle d'Épaule Réglable, Flacon d'Eau Pressurisé pour Pelouse et Jardin, pour l'Arrosage des Plantes, l","1","amazon.fr","Vendeur","Mosnac","","17240","MarketplaceFacilitator","16,86","3,37","0","0","0","0","0","0","-3,37","-3,03","0","-0,09","0","13,74","Sorti","2 mai 2026 22:26:27 UTC"
"21 avr. 2026 09:44:00 UTC","26902793752","Commande","404-6688570-2201127","VSA100SE-E25-EU-M","VIVOSUN Système de culture intelligent avec l'AeroLight SE A100, lampe de croissance LED 100 W avec ventilateur de circulation intégré et le GrowHu","1","amazon.fr","Vendeur","La ville du bois","","91620","MarketplaceFacilitator","87,49","17,50","0","0","0","0","0","0","-17,50","-15,75","0","-0,47","0","71,27","Sorti","1 mai 2026 21:31:02 UTC"
"21 avr. 2026 09:44:11 UTC","26902793752","Commande","408-0287907-8848374","311001-10x5-EU-M","VIVOSUN Lot 5 Sac de Plantation 40L Sacs de Culture Tissu Non Tissé Sac à Plantes, Pots Tissu Épais Haute Résistance avec Poignées pour Légumes,","1","amazon.fr","Vendeur","ARBLADE LE BAS","","32720","MarketplaceFacilitator","16,91","3,38","0","0","0","0","0","0","-3,38","-3,04","0","-0,09","0","13,78","Sorti","2 mai 2026 19:07:25 UTC"
"21 avr. 2026 10:22:03 UTC","26902793752","Commande","406-8509775-7617917","VSK-GIYS224-EU","VIVOSUN Kit Complet de Tente de Culture 60x60x120cm, Système Automatique Plante avec WiFi, Lampe de Croissance LED Spectre Complet, Ventilation Haute","1","amazon.fr","Amazon","Viefvillers","","60360","MarketplaceFacilitator","256,66","51,33","3,32","0,67","0","0","-3,32","-0,67","-51,33","-46,20","-14,83","-1,83","0","193,80","Sorti","1 mai 2026 22:03:03 UTC"
"21 avr. 2026 10:22:14 UTC","26902793752","Commande","171-0270370-4889153","VSK-GIYS224-EU","VIVOSUN Kit Complet de Tente de Culture 60x60x120cm, Système Automatique Plante avec WiFi, Lampe de Croissance LED Spectre Complet, Ventilation Haute","1","amazon.fr","Amazon","Colomiers","","31770","MarketplaceFacilitator","256,66","51,33","3,32","0,67","0","0","-3,32","-0,67","-51,33","-46,20","-14,83","-1,83","0","193,80","Sorti","2 mai 2026 22:35:08 UTC"
"21 avr. 2026 17:42:53 UTC","26902793752","Commande","403-5721344-1693911","333101-G2J-EU-FBA","VIVOSUN Lot de 2 verres d'intérieur hydroponique LED pour salle de culture avec étui à lunettes","1","amazon.fr","Amazon","Saint Gravé","","56220","MarketplaceFacilitator","26,39","5,28","0","0","0","0","0","0","-5,28","-4,75","-5,88","-0,32","0","15,44","Sorti","1 mai 2026 17:55:21 UTC"
"21 avr. 2026 18:49:59 UTC","26902793752","Commande","406-9503207-9464348","306146-0412-EU","VIVOSUN Filtre à Charbon Actif 100mm pour Contrôle Odeurs Charbon Vierge d'Australie pour Ventilateur en Ligne, Epurateur Odeurs pour Tente de Cultu","1","amazon.fr","Amazon","Oytier-Saint-Oblas","","38780","MarketplaceFacilitator","46,61","9,32","0","0","0","0","0","0","-9,32","-8,39","-7,01","-0,46","0","30,75","Sorti","29 avr. 2026 22:36:32 UTC"
"21 avr. 2026 18:51:22 UTC","26902793752","Commande","404-5467845-0651507","VS-THB1-EU","VIVOSUN AeroLab THB1 Thermomètre Hygromètre Bluetooth sans Fil, Moniteur de Température Intelligent VPD Humidimètre Numérique Télécommande&Aler","1","amazon.fr","Amazon","SEBAZAC-CONCOURES","","12740","MarketplaceFacilitator","18,96","3,79","0","0","0","0","0","0","-3,79","-2,96","-4,46","-0,22","0","11,32","Sorti","1 mai 2026 21:44:04 UTC"
"21 avr. 2026 19:49:15 UTC","26902793752","Commande","406-7518760-9097101","VSL-LL100-EU","VIVOSUN Lampe de culture LED 100W, Lumière Led à Spectre Complet, Lumière pour Plantes à Luminosité Variable Intelligente et à PPFD Élevé pour","1","amazon.fr","Amazon","Morigny-Champigny","","91150","MarketplaceFacilitator","87,49","17,50","0","0","0","0","0","0","-17,50","-15,75","-9,29","-0,75","0","61,70","Sorti","29 avr. 2026 16:12:34 UTC"
"22 avr. 2026 01:01:29 UTC","26902793752","Commande","404-5529955-8749940","306143-0412-EU","VIVOSUN Filtre à Charbon Actif 100mm Filtre à Charbon avec Préfiltre et Bride Réversible Filtre Charbon Purificateur d'Air pour Ventilateur en Lig","1","amazon.fr","Amazon","Clichy","","92110","MarketplaceFacilitator","50,81","10,16","0","0","0","0","0","0","-10,16","-9,15","-7,01","-0,48","0","34,17","Sorti","29 avr. 2026 23:48:10 UTC"
"22 avr. 2026 01:26:06 UTC","26902793752","Commande","171-8785486-8065950","311001-5x5-EU-FBM","VIVOSUN Lot 5 Sac de Plantation 20L Sacs de Culture Tissu Non Tissé Sac à Plantes, Pots Tissu Épais Haute Résistance avec Poignées pour Légumes,","1","amazon.fr","Vendeur","Saint-Sauveur","","31790","MarketplaceFacilitator","14,57","2,92","0","0","0","0","0","0","-2,92","-2,62","0","-0,08","0","11,87","Sorti","5 mai 2026 22:19:18 UTC"
"22 avr. 2026 01:26:06 UTC","26902793752","Commande","171-8785486-8065950","VSGB-7-EU-M","VIVOSUN Lot 5 Sac de Plantation 25L Sacs de Culture Tissu Non Tissé Sac à Plantes 500g/m² Épaisseur, Pots Tissu avec Poignées et Anneaux Polyvale","1","amazon.fr","Vendeur","Saint-Sauveur","","31790","MarketplaceFacilitator","18,07","3,62","0","0","0","0","0","0","-3,62","-3,25","0","-0,10","0","14,72","Sorti","5 mai 2026 22:19:18 UTC"
"22 avr. 2026 01:26:09 UTC","26902793752","Commande","406-6306910-9485132","VSGB-3-EU-M","VIVOSUN Lot 5 Sac de Plantation 12L Sacs de Culture Tissu Non Tissé Sac à Plantes 500g/m² Épaisseur, Pots Tissu avec Poignées et Anneaux Polyvale","1","amazon.fr","Vendeur","Thionville","","57100","MarketplaceFacilitator","15,16","3,03","0","0","0","0","0","0","-3,03","-2,73","0","-0,08","0","12,35","Sorti","2 mai 2026 17:44:15 UTC"
"22 avr. 2026 01:26:30 UTC","26991156042","Commande","404-1836406-7124308","VSC-GCC4-EU-M","VIVOSUN GrowCam C4, caméra intelligente Wi-Fi 2K QHD pour tente de culture et VGrow Smart Grow Box, prend en charge le Wi-Fi 2,4 GHz (pas 5 GHz/6 GHz","1","amazon.fr","Vendeur","Paris","","75019","MarketplaceFacilitator","54,16","10,83","0","0","0","0","0","0","-10,83","-8,45","0","-0,25","0","45,46","Sorti","7 mai 2026 22:20:02 UTC"
"22 avr. 2026 01:26:30 UTC","26991156042","Commande","404-1836406-7124308","VSF-AWD4-EU-M","VIVOSUN AeroWave D4 Ventilateur de Culture Oscillant 100mm, Ventilateur à Pince avec Crochet, 3 Vitesses, Flux d'Air Puissant & Silencieux, pour Grow","1","amazon.fr","Vendeur","Paris","","75019","MarketplaceFacilitator","23,32","4,67","0","0","0","0","0","0","-4,67","-4,20","0","-0,13","0","18,99","Sorti","7 mai 2026 22:20:02 UTC"
"22 avr. 2026 01:26:30 UTC","26991156042","Commande","404-1836406-7124308","305140-PEN-EU-FBM","VIVOSUN Kits de pH-mètre numérique et TDS, 0,01pH haute précision type stylo pH mètre ± 2% précision de lecture 3 en 1 TDS EC pour hydroponie, p","1","amazon.fr","Vendeur","Paris","","75019","MarketplaceFacilitator","24,15","4,83","0","0","0","0","0","0","-4,83","-4,35","0","-0,13","0","19,67","Sorti","7 mai 2026 22:20:02 UTC"
"22 avr. 2026 01:26:30 UTC","26991156042","Commande","404-1836406-7124308","VSE-UH075-EU-M","VIVOSUN AeroStream U075 Humidificateur USB, Humidificateur Mini à Brume Fraîche de 750 ml avec 2 Modes de Brume, Arrêt Automatique, Télécommande","1","amazon.fr","Vendeur","Paris","","75019","MarketplaceFacilitator","30,82","6,17","0","0","0","0","0","0","-6,17","-5,55","0","-0,17","0","25,10","Sorti","7 mai 2026 22:20:02 UTC"
"22 avr. 2026 01:26:34 UTC","26991156042","Commande","408-5544523-7090758","VSGB-5-EU-M","VIVOSUN Lot 5 Sac de Plantation 20L Sacs de Culture Tissu Non Tissé Sac à Plantes 500g/m² Épaisseur, Pots Tissu avec Poignées et Anneaux Polyvale","1","amazon.fr","Vendeur","Givors","","69700","MarketplaceFacilitator","16,32","3,27","0","0","0","0","0","0","-3,27","-2,94","0","-0,09","0","13,29","Sorti","18 mai 2026 22:30:46 UTC"
"22 avr. 2026 01:26:34 UTC","26902793752","Commande","406-5673124-3104347","VSGB-5-EU-M","VIVOSUN Lot 5 Sac de Plantation 20L Sacs de Culture Tissu Non Tissé Sac à Plantes 500g/m² Épaisseur, Pots Tissu avec Poignées et Anneaux Polyvale","1","amazon.fr","Vendeur","57140 Norroy-le-Veneur","france","57140","MarketplaceFacilitator","16,32","3,27","0","0","0","0","0","0","-3,27","-2,94","0","-0,09","0","13,29","Sorti","5 mai 2026 06:27:04 UTC"
"22 avr. 2026 01:26:34 UTC","26902793752","Commande","406-5673124-3104347","VSGB-7-EU-M","VIVOSUN Lot 5 Sac de Plantation 25L Sacs de Culture Tissu Non Tissé Sac à Plantes 500g/m² Épaisseur, Pots Tissu avec Poignées et Anneaux Polyvale","3","amazon.fr","Vendeur","57140 Norroy-le-Veneur","france","57140","MarketplaceFacilitator","54,21","10,86","0","0","0","0","0","0","-10,86","-9,75","0","-0,29","0","44,17","Sorti","5 mai 2026 06:27:04 UTC"
"22 avr. 2026 01:26:37 UTC","26902793752","Commande","402-5435498-9872337","311001-5x5-EU-FBM","VIVOSUN Lot 5 Sac de Plantation 20L Sacs de Culture Tissu Non Tissé Sac à Plantes, Pots Tissu Épais Haute Résistance avec Poignées pour Légumes,","1","amazon.fr","Vendeur","Wesserling","","68470","MarketplaceFacilitator","14,57","2,92","0","0","0","0","0","0","-2,92","-2,62","0","-0,08","0","11,87","Sorti","1 mai 2026 20:39:30 UTC"
"22 avr. 2026 01:26:40 UTC","26902793752","Commande","405-5992870-2550715","311001-5x5-EU-FBM","VIVOSUN Lot 5 Sac de Plantation 20L Sacs de Culture Tissu Non Tissé Sac à Plantes, Pots Tissu Épais Haute Résistance avec Poignées pour Légumes,","2","amazon.fr","Vendeur","Pouillon","","40350","MarketplaceFacilitator","29,14","5,84","0","0","0","0","0","0","-5,84","-5,24","0","-0,16","0","23,74","Sorti","5 mai 2026 22:01:33 UTC"
"22 avr. 2026 01:26:50 UTC","26902793752","Commande","171-8201450-0364302","VSGB-10-EU-M","VIVOSUN Lot 5 Sac de Plantation 40L Sacs de Culture Tissu Non Tissé Sac à Plantes 500g/m² Épaisseur, Pots Tissu avec Poignées et Anneaux Polyvale","1","amazon.fr","Vendeur","VAULX EN VELIN","","69120","MarketplaceFacilitator","20,53","4,11","0","0","0","0","0","0","-4,11","-3,70","0","-0,11","0","16,72","Sorti","2 mai 2026 12:39:36 UTC"
"22 avr. 2026 01:26:55 UTC","26902793752","Commande","403-8949891-7632322","VSGB-10-EU-M","VIVOSUN Lot 5 Sac de Plantation 40L Sacs de Culture Tissu Non Tissé Sac à Plantes 500g/m² Épaisseur, Pots Tissu avec Poignées et Anneaux Polyvale","1","amazon.fr","Vendeur","Fléville devant Nancy","France","54710","MarketplaceFacilitator","20,53","4,11","0","0","0","0","0","0","-4,11","-3,70","0","-0,11","0","16,72","Sorti","2 mai 2026 20:24:11 UTC"
"22 avr. 2026 01:26:58 UTC","26902793752","Commande","406-4640670-9305107","VSF-AWD4x2-EU-FBM","VIVOSUN AeroWave D4 Ventilateur de Culture Oscillant 100mm, Ventilateur à Pince avec Crochet, 3 Vitesses, Flux d'air Puissant & Silencieux, pour Grow","1","amazon.fr","Vendeur","Oytier-Saint-Oblas","","38780","MarketplaceFacilitator","26,66","5,33","0","0","0","0","0","0","-5,33","-4,80","0","-0,14","0","21,72","Sorti","1 mai 2026 23:48:25 UTC"
"22 avr. 2026 08:57:04 UTC","26902793752","Commande","404-5610478-2462744","VG-Y18B-EU","VGrow Tente de Culture Intelligente Tout-en-Un, Système Professionnel Équipé de la Lampe de Culture Samsung LM301H Evo, de Systèmes de Circulation","1","amazon.fr","Amazon","Paris","","75019","MarketplaceFacilitator","666,66","133,33","1,11","0,22","0","0","-1,11","-0,22","-133,33","-120,00","-19,52","-4,19","0","522,95","Sorti","2 mai 2026 15:42:53 UTC"
"22 avr. 2026 10:06:11 UTC","26902793752","Commande","404-7850548-8377149","LH-001-2-EU","VIVOSUN Lot de 2 Cintres Réglables pour Lampe de Culture à Cliquet 1/8 Pouces Cintre en Corde avec Engrenages en Métal Renforcés 8 Pieds. Corde Lo","1","amazon.fr","Amazon","SEBAZAC-CONCOURES","","12740","MarketplaceFacilitator","12,28","2,46","0","0","0","0","0","0","-2,46","-2,21","-4,37","-0,20","0","5,50","Sorti","30 avr. 2026 21:05:28 UTC"
"22 avr. 2026 11:30:18 UTC","26902793752","Commande","404-5610478-2462744","VSI-VGDWC15-EU","Kit de système hydroponique VIVOSUN VGrow DWC, uniquement pour la boîte de culture intelligente VGrow, non compatible avec E42A/A22/A10, non utilis�","1","amazon.fr","Amazon","Paris","","75019","MarketplaceFacilitator","108,32","21,67","1,11","0,22","0","0","-1,11","-0,22","-21,67","0","0","0","0","108,32","Sorti","1 mai 2026 21:56:10 UTC"
"22 avr. 2026 17:03:44 UTC","26902793752","Remboursement","402-7750887-0645922","Spray-SX-CS4-EU","VIVOSUN Pulvérisateur à Pression 4L avec 3 Buses Dont Laiton Réglable, Tuyau 127 cm et Valve de Sécurité pour Désherbage, Traitement des Plantes","1","amazon.fr","Amazon","OREE D""ANJOU","","49270","MarketplaceFacilitator","-26,24","-5,25","0","0","0","0","0","0","5,25","3,78","0","0,14","0","-22,32","Sorti","28 avr. 2026 22:41:57 UTC"
"22 avr. 2026 19:52:36 UTC","26902793752","Transfert","","","Sur le compte se terminant par : 064","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-5 739,46","-5 739,46","Sorti","22 avr. 2026 19:52:36 UTC"
"23 avr. 2026 00:46:37 UTC","26902793752","Commande","404-8664894-2040354","306146-0412-EU","VIVOSUN Filtre à Charbon Actif 100mm pour Contrôle Odeurs Charbon Vierge d'Australie pour Ventilateur en Ligne, Epurateur Odeurs pour Tente de Cultu","1","amazon.fr","Amazon","Beauvoir-sur-Mer","","85230","MarketplaceFacilitator","46,61","9,32","1,11","0,22","0","0","-1,11","-0,22","-9,32","-8,39","-7,01","-0,46","0","30,75","Sorti","1 mai 2026 23:24:42 UTC"
"23 avr. 2026 00:51:58 UTC","26902793752","Commande","405-6672709-5064363","311003-4X2NJ-EU","VIVOSUN Lot de 2 Sécateur de Jardin 17 cm, Poignée Ergonomique, Lame Droite en Acier Inoxydable avec Revêtement en Titane, Poignée Verrouillable,","1","amazon.fr","Amazon","Paris","France","75020","MarketplaceFacilitator","7,57","1,52","0","0","0","0","0","0","-1,52","-1,36","-2,85","-0,13","0","3,23","Sorti","1 mai 2026 20:16:28 UTC"
"23 avr. 2026 01:02:32 UTC","26902793752","Commande","171-8320637-9322703","311001-15x5-EU-M","VIVOSUN Lot 5 Sac de Plantation 60L Sacs de Culture Tissu Non Tissé Sac à Plantes, Pots Tissu Épais Haute Résistance avec Poignées pour Légumes,","1","amazon.fr","Vendeur","esbly","","77450","MarketplaceFacilitator","18,07","3,62","0","0","0","0","0","0","-3,62","-3,25","0","-0,10","0","14,72","Sorti","2 mai 2026 20:47:39 UTC"
