"snapshot-date","sku","fnsku","asin","product-name","condition","available","pending-removal-quantity","inv-age-0-to-90-days","inv-age-91-to-180-days","inv-age-181-to-270-days","inv-age-271-to-365-days","inv-age-365-plus-days","currency","units-shipped-t7","units-shipped-t30","units-shipped-t60","units-shipped-t90","alert","your-price","sales-price","lowest-price-new-plus-shipping","lowest-price-used","recommended-action","healthy-inventory-level","recommended-sales-price","recommended-sale-duration-days","recommended-removal-quantity","estimated-cost-savings-of-recommended-actions","sell-through","item-volume","volume-unit-measurement","storage-type","storage-volume","marketplace","product-group","sales-rank","days-of-supply","estimated-excess-quantity","weeks-of-cover-t30","weeks-of-cover-t90","featuredoffer-price","sales-shipped-last-7-days","sales-shipped-last-30-days","sales-shipped-last-60-days","sales-shipped-last-90-days","inv-age-0-to-30-days","inv-age-31-to-60-days","inv-age-61-to-90-days","inv-age-181-to-330-days","inv-age-331-to-365-days","estimated-storage-cost-next-month","inbound-quantity","inbound-working","inbound-shipped","inbound-received","Total Reserved Quantity","unfulfillable-quantity","quantity-to-be-charged-ais-181-210-days","estimated-ais-181-210-days","quantity-to-be-charged-ais-211-240-days","estimated-ais-211-240-days","quantity-to-be-charged-ais-241-270-days","estimated-ais-241-270-days","quantity-to-be-charged-ais-271-300-days","estimated-ais-271-300-days","quantity-to-be-charged-ais-301-330-days","estimated-ais-301-330-days","quantity-to-be-charged-ais-331-365-days","estimated-ais-331-365-days","quantity-to-be-charged-ais-365-plus-days","estimated-ais-365-plus-days","historical-days-of-supply","Recommended ship-in quantity","Recommended ship-in date","Last updated date for Historical Days of Supply","Exempted from Low-Inventory-Level fee?","Low-Inventory-Level fee applied in current week?","Short term historical days of supply","Long term historical days of supply","Inventory age snapshot date","Inventory Supply at FBA","Reserved FC Transfer","Reserved FC Processing","Reserved Customer Order","Total Days of Supply (including units from open shipments)","is-seasonal-in-next-3-months","season-name","season-start-date","season-end-date"
"2026-04-30","VSK-GIYE224-CA","X004T1IIUL","B08LGP2N34","VIVOSUN Grow Tent Kit, 2 × 2ft 1-Plant System, WiFi-Controlled Grow System with Full Spectrum LED Grow Light, Automatic Ventilation, GrowHub Outlet A22 with Temperature and Humidity Sensor","New","4","0","7","0","0","0","0","CAD","3","6","14","14","","349.0","0.0","349.0","0.0","NoRestockExcessActionRequired","5","0.0","0","0","45.83","2.95","3.693715","cubic feet","Oversize","14.77486","CA","gl_home","25120","29","0","10","14","349.0","1047.0","2094.0","4709.16","4709.16","7","0","0","0","0","16.57","12","12","0","0","3","0","","","","","","","","","","","","","","","33.9","11","2026-05-14","2026-04-27","Yes","No","21.0","33.9","2026-04-27","19","3","0","0","89","N","","",""
"2026-04-30","311001-2x10K","X003DPYMSL","B08HRS2TDC","VIVOSUN 10-Pack 2 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","New","3","0","7","0","0","0","0","CAD","13","46","72","94","","25.99","0.0","25.99","0.0","NoExcessInventory","43","0.0","0","0","0.0","5.28","0.140873","cubic feet","Standard","0.422619","CA","gl_home","1086","38","0","6","10","25.99","337.87","1195.54","1871.28","2443.06","7","0","0","0","0","4.4","76","38","19","19","3","1","","","","","","","","","","","","","","","25.1","53","2026-05-25","2026-04-27","Yes","No","9.4","25.1","2026-04-27","81","2","0","1","87","N","","",""
"2026-04-30","304113-3018G","X003KYRGXX","B079DM1WCW","VIVOSUN 30""x18""x36"" Grow Tent, High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant Growing for VS1000","","1","0","1","0","0","0","0","CAD","0","0","0","0","","0.0","0.0","89.09","0.0","GoToStranded","","","0","0","","1.2","0.998264","cubic feet","Oversize","0.998264","CA","gl_lawn_and_garden","1818","1","0","","","89.09","0.0","0.0","0.0","0.0","1","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","30","2026-04-29","","","","","","2026-04-27","1","0","0","0","1","N","","",""
"2026-04-30","VSE-ASH05K","X004EF3SIJ","B0DHGP2JQ8","VIVOSUN AeroStream H05 Intelligent Wi-Fi Humidifier, 1.32 Gal / 5 L Humidifier with Temp & Humidity Probe, Smart Remote Control, Designed for Growers","New","58","0","181","0","0","0","0","CAD","17","17","93","193","","89.99","0.0","89.99","0.0","NoRestockExcessActionRequired","203","0.0","0","0","0.0","3.58","0.60018","cubic feet","Standard","34.81044","CA","gl_kitchen","22218","147","0","46","13","89.99","1529.83","1529.83","8367.09","17365.1","181","0","0","0","0","111.75","139","138","0","1","147","2","","","","","","","","","","","","","","","16.8","117","2026-09-10","2026-04-27","Yes","No","7.5","16.8","2026-04-27","341","144","1","2","232","N","","",""
"2026-04-30","DT-001K","X002NTA8NL","B0887SFLMR","VIVOSUN 7 Day Programmable Timer Indoor Digital Electronic Timer with Dual Outlet, 20 On/Off Program Setting, and Countdown Setting","New","77","0","85","0","0","0","0","CAD","3","3","18","18","Low conversion","22.99","0.0","22.99","0.0","NoExcessInventory","78","0.0","0","0","0.0","0.71","0.018253","cubic feet","Standard","1.405481","CA","gl_home","54008","208","0","102","55","22.99","68.97","68.97","413.32","413.32","85","0","0","0","0","1.45","0","0","0","0","4","0","","","","","","","","","","","","","","","","24","2026-11-10","","","","","60.4","2026-04-27","78","1","2","1","214","N","","",""
"2026-04-30","304113-P336K","X003Y9B7EX","B0CGHJG44R","VIVOSUN P336 36""×36""×72"" PRO Grow Tent, with Thick 1 inch Poles, Strengthened High Reflective Mylar Oxford Fabric, Extra Hanging Bars & High CFM Kit for Hydroponics Indoor Plant for AeroLight A200SE","New","7","0","7","0","0","0","0","CAD","0","0","8","20","","179.99","0.0","179.99","0.0","NoRestockExcessActionRequired","9","0.0","0","0","0.0","4.44","2.07965","cubic feet","Oversize","14.55755","CA","gl_home","28600","196","0","","20","179.99","0.0","0.0","1367.92","3329.8","7","0","0","0","0","10.88","25","15","0","10","2","0","","","","","","","","","","","","","","","11.6","9","2026-10-28","2026-04-27","Yes","No","3.8","11.6","2026-04-27","34","2","0","0","318","N","","",""
"2026-04-30","304113-P105K","X003Y99F3D","B0CGHJMJGT","VIVOSUN P105 120""×60""×80"" PRO Grow Tent, with Thick 1 inch Poles, Strengthened High Reflective Mylar Oxford Fabric, Extra Hanging Bars & High CFM Kit for Hydroponics Indoor Plant for VSFD6500×2","New","4","0","4","0","0","0","0","CAD","1","4","8","8","","449.99","0.0","449.99","0.0","Create Outlet deal","0","359.99","2","0","5606.92","1.78","5.74783","cubic feet","Extra-large","22.99132","CA","gl_home","28600","62","0","4","6","449.99","449.99","1799.96","3599.92","3599.92","4","0","0","0","0","16.7","0","0","0","0","0","0","","","","","","","","","","","","","","","66.9","5","2026-06-16","2026-04-27","Yes","No","35.0","66.9","2026-04-27","4","0","0","0","62","N","","",""
"2026-04-30","PS-007K","X004DNUQT1","B0CQZC7YL3","VIVOSUN 8.5"" Bypass Pruning Shears for Gardening, Heavy-Duty Garden Scissors, Ultra Sharp Pruners with 3/4 in. Cut Capacity SK5 Blades, Thick Cushion-Covered Handle and Safety Lock","New","31","0","33","0","0","0","0","CAD","1","3","6","7","Low traffic","14.99","0.0","14.99","0.0","Create Outlet deal","12","11.99","2","0","186.32","0.41","0.028274","cubic feet","Standard","0.876494","CA","gl_home_improvement","29066","252","0","74","104","14.24","14.24","44.22","86.94","101.93","20","0","13","0","0","1.59","25","25","0","0","0","0","","","","","","","","","","","","","","","394.0","5","2026-12-23","2026-04-27","Yes","No","394.0","304.0","2026-04-27","56","0","0","0","366","N","","",""
"2026-04-30","WB-4x250K","X002HBPE0H","B07S5LNR6V","VIVOSUN 5oz/sq.yd Barrier Landscape Fabric 4 x 250 Ft., Commercial Ground Cover Fabric Block, Gardening Fabric Mat, Black Heavy Duty Garden Cloth Felt for Flower Bed, Patio, Orchard, and Playground","New","151","0","155","0","0","0","0","CAD","13","27","29","31","","149.99","0.0","84.99","0.0","NoRestockExcessActionRequired","8","92.61","24","0","2024.2","0.49","2.265502","cubic feet","Oversize","342.090802","CA","gl_home","5549","366","0","27","78","84.99","1124.87","2460.45","2645.67","2925.65","150","5","0","0","0","312.01","35","0","0","35","3","0","","","","","","","","","","","","","","","172.0","0","","2026-04-27","Yes","No","96.4","172.0","2026-04-27","186","0","1","2","366","N","","",""
"2026-04-30","VSVC-AZG8-CA","X004AB1OBP","B0CBRQW2KW","VIVOSUN Smart Air Filtration G8 Kit 8"", AeroZesh G8 Inline Duct Fan with E12 Speed Controller, Carbon Filter & 25' Ducting, Cooling & Ventilation System for Grow Tents, Indoor Gardening, Hydroponics","New","8","0","0","8","0","0","0","CAD","0","2","2","4","","299.99","0.0","299.99","0.0","Create Outlet deal","0","239.99","2","0","9670.26","0.52","4.658565","cubic feet","Oversize","37.26852","CA","gl_home","6224","98","8","16","26","299.99","0.0","599.98","599.98","1199.96","0","0","0","0","0","30.23","0","0","0","0","0","0","1","3.17","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","235.8","5","2026-07-22","2026-04-27","Yes","No","138.5","235.8","2026-04-27","8","0","0","0","98","N","","",""
"2026-04-30","330705-05X2K","X003RRA1AN","B0BVMBGMLK","VIVOSUN 5 x 30 ft. Plant Trellis Netting, Heavy-Duty Polyester Grow Net, Garden Trellis Netting with Square Mesh for Climbing Plants, Vegetables, Fruits, and Flowers, 2-Pack","New","179","0","160","66","0","0","0","CAD","17","36","56","64","Low traffic","23.99","0.0","19.79","0.0","NoRestockExcessActionRequired","96","0.0","0","0","751.52","0.38","0.11985","cubic feet","Standard","21.45315","CA","gl_home","8477","329","123","19","36","19.79","336.43","750.24","1185.24","1377.16","80","80","0","0","0","31.64","0","0","0","0","40","0","26","2.12","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","229.7","0","","2026-04-27","No","No","177.1","229.7","2026-04-27","219","40","0","0","329","N","","",""
"2026-04-30","WB-3x50K","X002HBN5XZ","B07S72KGJ7","VIVOSUN 5oz/sq.yd Barrier Landscape Fabric 3 x 50 Ft., Commercial Ground Cover Fabric Block, Gardening Fabric Mat, Black Heavy Duty Garden Cloth Felt for Flower Bed, Patio, Orchard, and Playground","New","52","0","60","0","7","5","16","CAD","8","15","17","20","","44.99","0.0","34.99","0.0","NoRestockExcessActionRequired","118","0.0","0","0","61.71","0.34","0.711944","cubic feet","Standard","37.021088","CA","gl_home","5549","162","79","56","137","34.99","279.92","553.6","643.58","761.0","60","0","0","9","3","315.54","160","50","50","60","35","0","0","0.0","1","0.97","5","7.26","2","6.29","1","3.47","2","7.62","17","113.1","347.2","18","2026-09-24","2026-04-27","Yes","No","222.4","347.2","2026-04-27","247","35","0","0","366","N","","",""
"2026-04-30","SST-1-0001K","X003XUW3S7","B0BTD741R3","VIVOSUN 1-Pack 40-Cell Seed Starter Trays with 1 Set of LED Lights and 10""x20.75"" Seedling Heat Mat, 3.6"" Higher Cover, Adjustable Vents, Drainage Holes, Green Propagation Tray for Planting Seeds","New","20","0","33","0","0","0","0","CAD","0","34","123","186","","62.99","0.0","62.99","0.0","NoRestockExcessActionRequired","132","0.0","0","0","0.0","2.91","0.487506","cubic feet","Standard","9.75012","CA","gl_home","41996","208","0","16","9","62.99","0.0","2138.16","7261.27","10794.64","32","1","0","0","0","58.7","120","16","56","48","41","2","","","","","","","","","","","","","","","27.5","60","2026-11-10","2026-04-27","Yes","No","13.6","27.5","2026-04-27","180","40","1","0","225","N","","",""
"2026-04-30","VSEX-HID1-STK","X004CHXAD7","B0DCBLL6KN","VIVOSUN Herbal Decarboxylation and Infusion Machine, Botanical Extractor and Infuser for Making Butter, Oil, and Tinctures, Includes Recipes and Complete Accessories","New","39","0","36","0","0","0","0","CAD","7","27","47","73","","188.23","0.0","169.41","0.0","NoRestockExcessActionRequired","39","0.0","0","0","0.0","2.6","0.779921","cubic feet","Oversize","30.416919","CA","gl_kitchen","45250","51","0","25","31","188.23","1185.87","4592.89","8357.49","13251.47","36","0","0","0","0","16.64","136","136","0","0","1","1","","","","","","","","","","","","","","","28.0","42","2026-06-05","2026-04-27","Yes","No","28.0","25.4","2026-04-27","175","0","1","0","232","N","","",""
"2026-04-30","304113-55K","X001JDVOGH","B01DXYM98K","VIVOSUN 5x5 Grow Tent, 60""x60""x80"" High Reflective Mylar with Observation Window and Floor Tray for Hydroponics Indoor Plant Growing for VS4000/VS4300/VS6450","New","12","0","14","0","0","0","0","CAD","8","13","23","38","","259.99","0.0","198.89","0.0","NoRestockExcessActionRequired","12","0.0","0","0","0.0","4.48","2.758782","cubic feet","Extra-large","33.105384","CA","gl_lawn_and_garden","1818","24","0","22","24","198.89","1713.32","2952.17","5185.47","8575.72","14","0","0","0","0","18.11","61","61","0","0","1","3","","","","","","","","","","","","","","","17.3","27","2026-05-09","2026-04-27","Yes","No","17.3","16.4","2026-04-27","73","0","0","1","185","N","","",""
"2026-04-30","PH002K","X002JPFWKN","B08227NGWJ","VIVOSUN 4-in-1 Digital pH Meter with ATC, pH/TDS/EC/Temp Function, ±0.1 pH Accuracy, 0-14.0 pH Measurement Range","New","3","0","7","0","0","0","0","CAD","7","48","70","96","","32.99","0.0","26.16","0.0","CreateShippingPlan","55","0.0","0","0","0.0","2.66","0.030018","cubic feet","Standard","0.090054","CA","gl_kitchen","","78","0","0","0","32.99","189.95","1292.44","1894.56","2643.97","0","7","0","0","0","1.4","0","0","0","0","54","1","","","","","","","","","","","","","","","41.1","42","2026-07-02","2026-04-27","Yes","No","19.3","41.1","2026-04-27","55","52","1","1","82","N","","",""
"2026-04-30","332023K","X002HNPU9F","B07XZ915VW","VIVOSUN Slide-Out Jewelry Loupe Magnifier 30X 60X 90X LED Lighted Eye Loupe with UV Light for Jewelry, Diamonds, Gems, Coins, Stamps, Rocks, Black","New","45","0","44","3","0","0","0","CAD","5","21","48","79","","21.99","0.0","21.99","0.0","NoRestockExcessActionRequired","46","0.0","0","0","0.0","1.45","0.003738","cubic feet","Standard","0.16821","CA","gl_home","27056","90","0","37","32","21.99","105.55","437.89","979.02","1554.71","40","1","3","0","0","0.13","150","130","20","0","1","0","","","","","","","","","","","","","","","54.3","71","2026-07-14","2026-04-27","Yes","No","42.3","54.3","2026-04-27","196","1","0","0","222","N","","",""
"2026-04-30","HGK3-90K","X002KJFY1Z","B081R8VNGY","VIVOSUN Hydroponics Growing System 90 Plant Sites, 3 Layers 10 Food-Grade PVC-U Pipes Hydroponic Gardening System Grow Kit with Water Pump, Pump Timer, Nest Basket and Sponge for Leafy Vegetables","New","1","0","1","0","0","0","0","CAD","1","6","10","12","","129.99","0.0","129.99","0.0","CreateShippingPlan","0","0.0","0","0","515.88","13.0","2.002342","cubic feet","Oversize","2.002342","CA","gl_lawn_and_garden","20210","4","0","4","6","129.99","129.99","761.09","1281.05","1541.03","1","0","0","0","0","1.45","5","5","0","0","0","0","","","","","","","","","","","","","","","3.4","12","2026-04-30","2026-04-27","Yes","No","3.4","3.1","2026-04-27","6","0","0","0","27","N","","",""
"2026-04-30","330120x2K","X002AMSP1X","B07TDJ6H7Z","VIVOSUN 2-Pack LCD Digital Aquarium Thermometer Fish Tank Water Terrarium Temperature with Suction Cup for Turtle","New","112","0","51","51","11","0","0","CAD","1","11","28","44","","15.99","0.0","14.39","0.0","NoRestockExcessActionRequired","112","0.0","0","0","0.0","0.45","0.028517","cubic feet","Standard","3.193904","CA","gl_biss","8565","338","0","40","33","15.99","14.39","169.49","436.52","692.36","51","0","0","11","0","4.11","0","0","0","0","1","2","0","0.0","0","0.0","11","0.64","0","0.0","0","0.0","0","0.0","0","0.0","197.3","0","","2026-04-27","Yes","No","197.3","176.6","2026-04-27","112","0","1","0","341","N","","",""
"2026-04-30","HR-0002K","X003Y5P7G1","B0BWDS5B79","VIVOSUN Outdoor Handrail, 4 Step Stair Handrail, 54"" x 36"" Fits 1 to 4 Steps, Wrought Mattle Iron Handrail for Concrete Steps, Porch Steps, One-step Assembly, Black","New","119","0","32","87","0","0","0","CAD","1","3","4","13","","119.99","0.0","113.99","0.0","NoRestockExcessActionRequired","11","0.0","0","0","9292.98","0.12","1.333199","cubic feet","Oversize","158.650681","CA","gl_home_improvement","33323","307","108","192","144","113.99","113.99","341.97","455.96","1355.87","30","1","1","0","0","137.67","25","25","0","0","0","1","","","","","","","","","","","","","","","1400.5","0","","2026-04-27","Yes","No","1400.5","707.3","2026-04-27","144","0","0","0","366","N","","",""
"2026-04-30","OUL-001-6K","X004AUSWD9","B0CGLC75CS","VIVOSUN Outdoor LED Grow Lights, Waterproof String Grow Light, Full Spectrum Plant Growing Lights with 22Ft Adjustable Cord for Seedling, Veg, Flower in Greenhouse, Garden, Backyard, Farm (6-Light)","New","0","0","18","0","0","0","0","CAD","10","15","47","72","","74.99","0.0","74.99","0.0","CreateShippingPlan","7","0.0","0","0","0.0","2.9","0.381011","cubic feet","Standard","0.0","CA","gl_home","20594","11","0","0","0","74.99","749.9","1049.85","3194.53","4908.03","18","0","0","0","0","1.3","0","0","0","0","9","1","","","","","","","","","","","","","","","26.3","38","2026-04-30","2026-04-27","Yes","No","4.2","26.3","2026-04-27","7","7","0","2","14","N","","",""
"2026-04-30","MGN-MP48K","X004HYAJ93","B0DQ81NLQL","Maygrove 3-Pack 48” Bendable Moss Pole Monstera Plant Support for Climbing Indoors Plants, Coir Moss Poles Moss Sticks Plant Pole DIY, Plant Support Stake for Potted Plants","New","0","0","18","0","0","0","0","CAD","12","12","13","60","Low conversion","29.99","0.0","29.99","0.0","NoRestockExcessActionRequired","59","0.0","0","0","0.0","3.03","0.149035","cubic feet","Standard","0.0","CA","gl_lawn_and_garden","19165","126","0","33","21","29.99","359.88","359.88","389.87","1709.4","18","0","0","0","0","5.98","100","40","60","0","6","0","","","","","","","","","","","","","","","","38","2026-08-20","","","","","10.6","2026-04-27","100","0","2","4","212","N","","",""
"2026-04-30","306143-0616K","X0016W7BEP","B01731MLFK","VIVOSUN 6 Inch Air Carbon Filter Smelliness Control with Australia Virgin Charcoal for Inline Duct Fan, Grow Tent, Pre-Filter Included, Reversible Flange 6""x 16""","New","20","0","14","6","0","0","0","CAD","5","9","18","30","","97.99","0.0","97.99","0.0","NoRestockExcessActionRequired","31","0.0","0","0","0.0","1.03","1.00513","cubic feet","Oversize","20.1026","CA","gl_major_appliances","13278","45","0","18","18","97.99","489.45","881.41","1763.32","2938.2","10","0","4","0","0","19.03","22","22","0","0","0","1","","","","","","","","","","","","","","","101.4","24","2026-05-30","2026-04-27","Yes","No","101.4","80.2","2026-04-27","42","0","0","0","104","N","","",""
"2026-04-30","VSV-AZT8E42APRK","X004R42SXD","B0FGN1G489","VIVOSUN AeroZesh T8 8-Inch 832 CFM Inline Duct Fan with GrowHub Controller E42A+, Programmable PWM-Controlled EC Fan Ventilation Exhaust Fan for Grow Tent, Low Noise","New","48","0","12","36","0","0","0","CAD","0","3","3","4","","229.99","0.0","229.99","0.0","Create Outlet deal","0","183.99","2","0","15047.01","0.1","0.891204","cubic feet","Oversize","42.777792","CA","gl_kitchen","34022","366","48","64","156","229.99","0.0","689.97","689.97","939.96","12","0","0","0","0","31.08","0","0","0","0","0","0","","","","","","","","","","","","","","","925.3","0","","2026-04-27","Yes","No","452.3","925.3","2026-04-27","48","0","0","0","366","N","","",""
"2026-04-30","VSK-GIYP336-CA","X004T1LJN9","B0CMQ6S9WZ","VIVOSUN GIY Plus Smart Grow Tent Kit, 3x3ft 3-Plant System, WiFi-Integrated Automatic Grow System with 2000D Mylar Grow Tent, Full-Spectrum Programmable Grow Light, Enhanced Ventilation & Circulation","New","2","0","4","0","0","0","0","CAD","0","1","8","13","","699.99","0.0","542.69","0.0","NoRestockExcessActionRequired","0","0.0","0","0","584.23","2.67","5.80042","cubic feet","Extra-large","11.60084","CA","gl_home","24132","31","0","68","17","542.69","0.0","699.99","4596.02","7626.97","4","0","0","0","0","25.68","15","10","5","0","0","0","","","","","","","","","","","","","","","37.5","12","2026-05-16","2026-04-27","Yes","No","18.7","37.5","2026-04-27","17","0","0","0","100","N","","",""
"2026-04-30","RGB-0001K","X0032SB1PL","B09C1BZD6F","VIVOSUN Elevated Wooden Raised Garden Bed, 48 x 24 x 30 Inches, Outdoor Wood Planter Box w Bed Liner and Gloves for Garden, Patio, Balcony, Backyard and Outdoors, 220-Pound Capacity","New","185","0","184","3","0","0","0","CAD","4","17","27","29","","129.99","0.0","116.99","0.0","Edit listing","0","0.0","0","0","13740.16","0.25","1.666499","cubic feet","Oversize","308.302315","CA","gl_home","5762","366","186","43","82","116.99","467.96","2047.33","3288.73","3542.21","84","100","0","0","0","210.95","0","0","0","0","21","0","","","","","","","","","","","","","","","392.6","0","","2026-04-27","Yes","No","377.5","392.6","2026-04-27","186","1","20","0","366","N","","",""
"2026-04-30","RC-0002-4K","X0043SI9CH","B0BW95Z36Q","VIVOSUN 1"" Rockwool Cubes, 200 Plugs Stonewool Starter Grow Cubes for Cuttings, Cloning, Plant Propagation, Seed Starting, Hydroponic Grow Media for Vigorous Plant Growth","New","69","0","1","1","1","67","0","CAD","1","7","19","23","Low traffic","26.99","0.0","22.94","0.0","NoRestockExcessActionRequired","13","0.0","0","0","1455.16","0.28","0.161522","cubic feet","Standard","11.145018","CA","gl_home","83192","366","56","48","47","26.99","22.94","184.88","495.26","600.52","1","0","0","51","17","60.36","15","15","0","0","0","0","0","0.0","1","0.22","0","0.0","20","14.27","30","23.6","17","14.7","0","0.0","319.4","0","","2026-04-27","Yes","No","240.1","319.4","2026-04-27","84","0","0","0","366","N","","",""
"2026-04-30","VSEX-CGM-BLK","X004PSJXAH","B0FCL6RQXS","VIVOSUN Gummy Maker Machine, Hands-Free Candy Maker, Oil Infused Edible Mixer with Dual Rotor, Food-Grade Stainless Steel Pot and Silicone Molds, for Gummies Bear, DIY Candies, Party Treats","New","7","0","12","0","0","0","0","CAD","0","3","12","12","Low traffic","84.99","0.0","84.99","0.0","Create Outlet deal","11","67.99","2","0","193.22","3.73","0.289489","cubic feet","Standard","2.026423","CA","gl_kitchen","247743","275","0","73","59","84.99","0.0","254.97","1019.88","1019.88","12","0","0","0","0","8.87","48","12","12","24","5","0","","","","","","","","","","","","","","","18.8","6","2027-01-16","2026-04-27","Yes","No","17.3","18.8","2026-04-27","55","0","0","5","366","N","","",""
"2026-04-30","330120x4K","X002AOLNXD","B07TBDJV31","VIVOSUN 4-Pack LCD Digital Aquarium Thermometer Fish Tank Water Terrarium Temperature with Suction Cup for Turtle","New","0","0","25","0","0","0","0","CAD","6","32","64","121","","19.99","0.0","19.99","0.0","CreateShippingPlan","96","0.0","0","0","0.0","3.34","0.048964","cubic feet","Standard","0.0","CA","gl_biss","8565","89","0","9","8","19.99","119.94","637.9","1276.08","2414.51","25","0","0","0","0","3.94","75","25","50","0","50","0","","","","","","","","","","","","","","","25.2","92","2026-07-14","2026-04-27","Yes","No","20.3","25.2","2026-04-27","121","46","0","4","116","N","","",""
"2026-04-30","311001-10x5K","X000WAEDUH","B00VWU30PO","VIVOSUN 5-Pack 10 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","New","404","0","491","0","0","0","0","CAD","181","633","941","1010","","25.99","0.0","25.99","0.0","NoExcessInventory","885","0.0","0","0","0.0","2.37","0.306213","cubic feet","Standard","123.710052","CA","gl_home","15","293","0","5","10","25.99","4704.19","16294.19","24010.51","25803.82","291","200","0","0","0","221.3","433","160","0","273","342","1","","","","","","","","","","","","","","","47.2","0","","2026-04-27","No","No","29.1","47.2","2026-04-27","1142","305","15","22","328","N","","",""
"2026-04-30","311001-30x10K","X003ASERIL","B097PJS964","VIVOSUN 10-Pack 30 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","New","25","0","39","0","0","0","0","CAD","24","49","73","88","","65.99","0.0","65.99","0.0","NoExcessInventory","79","0.0","0","0","0.18","2.01","0.984931","cubic feet","Oversize","24.623275","CA","gl_home","1086","54","0","6","12","65.99","1582.77","3231.53","4814.3","5804.15","27","12","0","0","0","50.16","60","18","15","27","12","0","","","","","","","","","","","","","","","55.4","47","2026-06-09","2026-04-27","Yes","No","40.4","55.4","2026-04-27","97","12","0","0","72","N","","",""
"2026-04-30","VSV-WVK2K","X00440KG3T","B0CRDP18Q6","VIVOSUN Window Duct Kit, Portable AC Window Seal Kit with 5.9"" Diameter 59"" Length Hose, Fit with 4""/6"" Ducting for Sliding Window, Adjustable AC Vent Kit for Duct Fans, Air Conditioner, Dryer","New","24","0","28","119","0","0","0","CAD","16","51","88","106","","49.99","0.0","49.99","39.31","NoRestockExcessActionRequired","24","0.0","0","0","0.0","0.53","0.625767","cubic feet","Standard","15.018408","CA","gl_home_improvement","6401","13","0","6","10","49.99","759.84","2354.49","4109.12","4958.94","25","2","1","0","0","7.15","60","60","0","0","115","2","","","","","","","","","","","","","","","169.1","105","2026-04-30","2026-04-27","Yes","No","99.4","169.1","2026-04-27","84","0","111","4","152","N","","",""
"2026-04-30","311001-1x10K","X003DQEIJN","B08HRVR5TV","VIVOSUN 10-Pack 1 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","New","14","0","22","0","0","0","0","CAD","18","56","104","129","","23.99","0.0","23.99","0.0","NoRestockExcessActionRequired","64","0.0","0","0","0.0","6.83","0.117086","cubic feet","Standard","1.639204","CA","gl_home","1086","44","0","8","11","23.99","431.82","1343.44","2494.96","3094.71","22","0","0","0","0","5.85","100","50","25","25","1","0","","","","","","","","","","","","","","","22.6","71","2026-05-30","2026-04-27","No","Yes","22.6","19.0","2026-04-27","114","0","1","0","93","N","","",""
"2026-04-30","332595K","X0043U4OJR","B0CQJDT91K","VIVOSUN 1800 GPH Submersible Water Pump with Barrier Bag, 100W Pond Pump with 14FT. Lift Height, Ultra Quiet Aquarium Pump for Pond, Waterfall, Fish Tank, Statuary, Hydroponic","New","2","0","4","1","6","0","0","CAD","14","38","45","47","","99.99","0.0","64.97","0.0","NoRestockExcessActionRequired","22","0.0","0","0","0.0","1.07","0.352467","cubic feet","Standard","0.704934","CA","gl_home_improvement","6415","25","0","4","10","64.97","944.6","2629.16","3280.09","3440.07","4","0","0","6","0","19.89","36","12","20","4","6","1","1","0.24","6","2.88","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","104.8","48","2026-05-10","2026-04-27","No","No","35.4","104.8","2026-04-27","38","0","3","3","46","N","","",""
"2026-04-30","308102K","X0028OK5M5","B018VI71GS","VIVOSUN Black and White Panda Film 10' x 25' 5.5 Mil Poly Film","New","26","0","0","28","0","0","0","CAD","1","4","10","16","","42.99","0.0","42.99","0.0","NoRestockExcessActionRequired","26","0.0","0","0","0.0","0.44","0.533958","cubic feet","Oversize","13.882908","CA","gl_home","11329","121","0","86","69","40.84","40.84","162.51","417.45","668.09","0","0","0","0","0","9.24","60","60","0","0","3","0","","","","","","","","","","","","","","","205.0","20","2026-08-14","2026-04-27","Yes","No","199.6","205.0","2026-04-27","86","0","3","0","366","N","","",""
"2026-04-30","HR-0000BK","X0041I53NR","B0CG1MWVFW","VIVOSUN Outdoor Handrail, 2 Step Stair Handrail, 26"" x 36"" Fits 1 to 2 Steps, Wrought Mattle Iron Stair Railing with Curved Ends and Balusters for Concrete Steps, Porch Steps, One-step Assembly, Black","New","91","0","39","60","15","0","0","CAD","2","3","4","5","","109.99","0.0","104.49","62.64","Create Outlet deal","1","87.99","2","0","6592.62","0.05","1.072653","cubic feet","Oversize","97.611423","CA","gl_home_improvement","25142","366","114","121","236","104.49","208.98","313.47","423.46","513.45","24","13","2","15","0","90.71","0","0","0","0","29","0","15","10.94","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","1693.4","0","","2026-04-27","Yes","No","744.3","1693.4","2026-04-27","115","24","5","0","366","N","","",""
